video_id,duration,time_stamp,sentences
JdACOoKdgAQ,97.466667,"[6.4, 91.4]","A man, illuminated by soft lighting against a neutral wall, speaks directly to the camera about next-generation security, his tone confident and knowledgeable as he explains the concept and its importance."
Jzl1EmgJc1I,147.413933,"[11.911, 133.79337868480727]","A dragon boat race is underway, the rowers intensely focused as their oars slice through the water, the sound of their synchronized paddling mixing with the cheers and shouts of the crowd and the announcer's commentary."
Jzl1EmgJc1I,147.413933,"[138.805, 147.413]","The video transitions from the excitement of the dragon boat race to a promotional segment for Asia Trend Magazine, featuring a montage of captivating images showcasing the magazine's diverse content, all while a voice speaks, seemingly addressing the viewer."
KGjAytMacAA,203.203,"[0.0, 201.201]","A woman with long dark hair, wearing a plaid blazer, sits on a dimly lit stage, passionately singing into a microphone as a man plays electric guitar beside her."
KGjAytMacAA,203.203,"[201.201, 203.203]","The woman, no longer on stage, beams in the dimly lit room, the faint sounds of the ongoing concert echoing behind her."
Ktkdr0OHQms,395.628567,"[0.0, 3.8369999999999997]","A bold, white ""TOR"" shines brightly against a dark green, bokeh-filled background, accompanied by the beeping of a device transitioning into an electronic song."
Ktkdr0OHQms,395.628567,"[3.8369999999999997, 388.755]","The video starts with a close-up of a motorcycle's handlebars as the engine starts and revs up, then pans out to show the rider navigating a winding road through a lush green forest, the engine's roar echoing through the trees. The rider then enters a park, the engine idling softly as he comments on the scenery, including a statue of Abraham Lincoln. After leaving the park, the rider continues down a winding road, remarking on the motorcycle's handling as he leans into the turns."
BmzpaEBs4YM,125.533333,"[0.0, 30.866]","The video opens with a close-up of a blue motorcycle's exhaust system, including the shiny metallic pipe and black muffler, before panning out to show the entire bike parked in a lot. A man's voice can be heard, describing the motorcycle as a ""2008 GSXR 1000"" with aftermarket ""carbon fiber apex slip-ons and Akrapovic Y-pipes,"" indicating he is off-camera, admiring the bike's features."
BmzpaEBs4YM,125.533333,"[31.666, 125.533]","The video starts with a close-up of the motorcycle's sleek blue paint glistening in the parking lot as the engine roars to life, idling smoothly before revving up powerfully. The camera pans around the parked bike, highlighting its sporty design, carbon fiber exhaust, and sturdy tires, while the engine continues to idle in the background.  After a moment, the motorcycle takes off, leaving the rumble of its engine echoing as it speeds away."
BuoZDMr3Bok,47.781067,"[0.0, 34.834]","A woman in a pink bikini top tends a bar, playfully interacting with the beer tap as she prepares to pour a drink. The sound of a nearby crowd cheering and men talking suggests the bar is bustling with patrons."
BuoZDMr3Bok,47.781067,"[34.834, 47.781]","As the woman finishes mixing a drink, a man off-screen expresses his approval, excitedly asking to drink it directly from the mixing glass, eliciting a cheerful ""Woo-hoo-hoo!"" from him and a pleased ""Nice"" from the woman."
DMhR1dDjBpc,88.355022,"[1.968, 61.594]","A young woman dances playfully in a crowded outdoor area, her joyous energy mirrored by the lively pop music accompanying her moves."
DMhR1dDjBpc,88.355022,"[61.594, 88.355]","As the energetic pop music continues, the woman, now in a white t-shirt and black shorts, continues dancing with enthusiasm, her red lips accenting her joyful expression as she moves to the rhythm in the crowded outdoor setting."
A0O8rz72y5Y,110.266667,"[2.8, 7.1]","Against a vibrant blue patterned background, two boys, one in pink and the other in yellow, beam at the camera, their playful expressions and the echoing electronic music hinting at a fun-filled selfie session."
A0O8rz72y5Y,110.266667,"[23.8, 109.5]","A young boy in a pink shirt, sitting on a woven chair, playfully aims a remote at the camera as a woman's voice says ""Tchau"" and slams a door. Later, two boys appear, the second one making silly faces, while a child's voice pretends there are gunshots, creating a playful atmosphere despite the tense audio. Finally, the first boy, now in a red shirt, appears lost in thought, rubbing his nose as the audio transitions to a conversation about watching Sesame Street."
AD5MFhTOQp0,85.633333,"[0.0, 82.6]","A man narrates the features of the Taravista Apartments, highlighting the spacious apartments, convenient location, and amenities like a pool, gym, and laundry facilities, as the video showcases the property's exterior, including a park-like setting and a gated pool area, and then transitions to the interior, featuring a modern kitchen and a comfortable living room."
AD5MFhTOQp0,85.633333,"[82.6, 85.633]","The video transitions to a black screen displaying ""EQUAL HOUSING OPPORTUNITY"" in bold white letters, alternating with a simple graphic of a house encompassing an equal sign, while a woman's voice can be briefly heard."
ArAfhOrAixM,115.5,"[0.0, 10.0]","A line of soccer players in yellow uniforms stand on the field with a large blue mascot, met by the roar of the crowd and a man excitedly shouting encouragement from the stands."
ArAfhOrAixM,115.5,"[10.0, 115.5]","As the soccer players take their positions on the lush green field, the stadium erupts in a cacophony of cheers, applause, and spirited chants, with fans waving colorful banners and flags in support of their teams."
AwoumR9RiHU,137.08,"[14.6, 46.76498866213152]","A middle-aged man in a striped shirt stands in front of a blank flip chart, gesturing as he speaks directly to the camera and asks a question about pricing in a professional setting."
AwoumR9RiHU,137.08,"[47.24, 137.04]","A middle-aged man in a striped shirt stands before a blank flip chart, actively engaging in a presentation. He speaks in a foreign language, his voice clear as he discusses pricing strategies and their potential impact on business outcomes."
64yLR2qTZcg,30.03,"[7.44, 9.943]","As the sun bathes the city skyline in a warm glow, the camera zooms in on the towering skyscrapers, showcasing the bustling streets below, while a woman's voice announces, ""This summer, four cities, four weeks, many ways to connect the world with Becky Anderson."""
64yLR2qTZcg,30.03,"[9.943, 27.06]","A reporter in a vibrant orange blazer reports from a bustling city street, her hand gestures animated as she speaks. As the camera shifts, a man carries a child on his shoulders, strolling down a busy street with a woman in a pink hijab. Transitioning to a studio setting, a news anchor smiles at the camera, inviting viewers to join a journey connecting the world with Becky Anderson on CNN."
1cjHAtxmUHA,111.733333,"[0.0, 103.533]","Two children walk along a flooded rice paddy path, the boy carrying a metal bowl, the sounds of their movements punctuated by birdsong. They stop to collect something from the murky water, their happy voices occasionally punctuated by splashing.  Later, one of the boys carefully examines the contents of the bowl, now filled with eggs, against a backdrop of verdant green."
1cjHAtxmUHA,111.733333,"[103.533, 111.733]","The scene shifts abruptly from the rice paddy to a vibrant Bangladeshi flag, overlaid with a YouTube subscribe button and the words ""SUBSCRIBE THE CHANNEL,"" accompanied by upbeat pop music."
2MwcVR6MHLA,162.04,"[0.0, 55.88]","The video starts with a close-up of a person's hands skillfully playing an acoustic guitar, then zooms out to show their upper body as they strum chords and their fingers dance along the fretboard."
2MwcVR6MHLA,162.04,"[55.88, 162.04]","The guitarist's hands move adeptly from chord to chord, shown in detail by close-up shots of their fingers pressing on the fretboard, accompanied by on-screen diagrams that clearly illustrate the finger positions for each chord.  As the tutorial continues, a man's voice can be heard singing a folk song, his lyrics describing a ""dirty old town,"" adding a melancholic layer to the instructional video."
